,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9395259161005494,0.8932265771837503,0.8620689655172413,0.8295454545454546
1,1,0.9759988595702881,0.9397578020368393,0.8953488372093024,0.8764044943820225
2,2,0.9339551379651629,0.9539620284064728,0.8620689655172413,0.8275862068965517
3,3,0.9637607159829381,0.9738475168203106,0.9080459770114943,0.8809523809523809
4,4,0.9394523094523094,0.975017208726482,0.8160919540229885,0.9195402298850575
5,5,0.9610174225044735,0.9513240365871946,0.9080459770114943,0.8604651162790697
6,6,0.9394225275086635,0.9573389887675602,0.8470588235294118,0.9069767441860466
7,7,0.9160623333965033,0.9190294506431719,0.8409090909090909,0.8522727272727273
8,8,0.9665456422030543,0.9418696874952267,0.8941176470588236,0.8390804597701149
9,9,0.9429662747695535,0.9596559972307072,0.8488372093023255,0.8604651162790697
