,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.7778846153846154,0.6208333333333333,0.7777777777777778,0.759493670886076
1,1,0.8394607843137255,0.819068255687974,0.9,0.8095238095238095
2,2,0.7709750566893425,0.762051282051282,0.8571428571428572,0.8625
3,3,0.6384976525821596,0.7121535181236673,0.7441860465116279,0.7407407407407407
4,4,0.6190476190476191,0.838235294117647,0.6962025316455696,0.8
5,5,0.9119318181818181,0.8448717948717948,0.8780487804878049,0.8441558441558441
6,6,0.7068004459308808,0.7013574660633485,0.8292682926829268,0.7777777777777778
7,7,0.7466666666666667,0.7599531615925059,0.8117647058823529,0.7866666666666666
8,8,0.8096618357487922,0.661092530657748,0.8571428571428572,0.7926829268292683
9,9,0.7821596244131456,0.814935064935065,0.7674418604651163,0.65
