,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9803803045822027,0.9549549652028277,0.8735632183908046,0.875
1,1,0.9975356453927882,0.9916659236543387,0.9651162790697675,0.9550561797752809
2,2,0.9844217928177829,0.9841297141297142,0.9080459770114943,0.9195402298850575
3,3,0.980966406521962,0.9991158267020337,0.9195402298850575,0.9761904761904762
4,4,0.9709597476264142,0.9952745218827089,0.9195402298850575,0.9540229885057472
5,5,0.9816375153050174,0.9906867596341281,0.9425287356321839,0.9418604651162791
6,6,0.9851687110893453,0.9908403436974865,0.9294117647058824,0.9418604651162791
7,7,0.9755386718060914,0.9857997914193172,0.8977272727272727,0.9318181818181819
8,8,0.9625954504318793,0.9806465127345197,0.9294117647058824,0.9080459770114943
9,9,0.9744805983330572,0.9907390224476904,0.9186046511627907,0.9186046511627907
