,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8319194061505832,0.8317099567099566,0.735632183908046,0.7790697674418605
1,1,0.8446088794926004,0.8846590909090909,0.7011494252873562,0.8452380952380952
2,2,0.9395604395604396,0.8421052631578948,0.8271604938271605,0.75
3,3,0.8555555555555555,0.8792102206736353,0.752808988764045,0.8313253012048193
4,4,0.8205980066445183,0.8134249471458772,0.7411764705882353,0.7471264367816092
5,5,0.8404542996214169,0.8528138528138528,0.7558139534883721,0.7674418604651163
6,6,0.8347107438016529,0.921724333522405,0.7613636363636364,0.8214285714285714
7,7,0.8645096056622852,0.8290697674418605,0.7191011235955056,0.7228915662650602
8,8,0.8276955602536997,0.9321832242712671,0.8275862068965517,0.8292682926829268
9,9,0.8623188405797101,0.8646694214876033,0.8,0.7386363636363636
