,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9199363732767762,0.9188311688311689,0.8505747126436781,0.7790697674418605
1,1,0.9482029598308668,0.9465909090909091,0.896551724137931,0.8690476190476191
2,2,0.9255189255189256,0.8581235697940502,0.8765432098765432,0.7976190476190477
3,3,0.9575757575757575,0.937862950058072,0.9101123595505618,0.8674698795180723
4,4,0.9108527131782946,0.9577167019027485,0.8588235294117648,0.896551724137931
5,5,0.9204975662520282,0.8614718614718615,0.872093023255814,0.7674418604651163
6,6,0.9101239669421487,0.8996029495178672,0.8409090909090909,0.8333333333333334
7,7,0.8852376137512639,0.9034883720930232,0.7865168539325843,0.8433734939759037
8,8,0.9180761099365751,0.9470553242117787,0.8505747126436781,0.8292682926829268
9,9,0.9300445930880713,0.9178719008264462,0.8470588235294118,0.8409090909090909
