,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9407263553941725,0.9201527838976528,0.7701149425287357,0.7840909090909091
1,1,0.9343767022338451,0.9516500387534709,0.8604651162790697,0.8426966292134832
2,2,0.9567745321295864,0.9445768712435378,0.8390804597701149,0.8505747126436781
3,3,0.9635056268389602,0.8999304008198571,0.8735632183908046,0.7738095238095238
4,4,0.9539489272822607,0.9693885788706172,0.8275862068965517,0.8620689655172413
5,5,0.9353212476437204,0.9756470235417604,0.8275862068965517,0.8953488372093024
6,6,0.9472566905667265,0.9293180136037279,0.8352941176470589,0.8372093023255813
7,7,0.9445252172365409,0.9342525552215202,0.8863636363636364,0.8295454545454546
8,8,0.9457343643800247,0.9242249603423028,0.8705882352941177,0.8045977011494253
9,9,0.9044265054920793,0.9712214097562001,0.686046511627907,0.8488372093023255
