,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9307692307692308,0.81875,0.9012345679012346,0.7974683544303798
1,1,0.9669117647058824,0.8580715059588299,0.9375,0.8571428571428572
2,2,0.901360544217687,0.9005128205128206,0.8701298701298701,0.9125
3,3,0.9117370892018779,0.8283582089552238,0.8837209302325582,0.8765432098765432
4,4,0.8640873015873015,0.8590686274509804,0.8860759493670887,0.85
5,5,0.9109848484848485,0.867948717948718,0.9024390243902439,0.8181818181818181
6,6,0.8004459308807135,0.8970588235294118,0.8536585365853658,0.8765432098765432
7,7,0.8752380952380953,0.7447306791569086,0.8705882352941177,0.8266666666666667
8,8,0.7584541062801933,0.9041248606465997,0.8214285714285714,0.8902439024390244
9,9,0.8685446009389671,0.7867965367965368,0.8372093023255813,0.7875
