,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9522334484457003,0.9394253364120283,0.7241379310344828,0.7727272727272727
1,1,0.9708099729528302,0.9533102520552168,0.8837209302325582,0.8202247191011236
2,2,0.9016858524377321,0.8425281991948658,0.7931034482758621,0.7816091954022988
3,3,0.9575662531218088,0.9133497205362248,0.8735632183908046,0.8214285714285714
4,4,0.9166984733651402,0.9551846587769729,0.8275862068965517,0.8390804597701149
5,5,0.9246427958625117,0.961225820962663,0.8045977011494253,0.8023255813953488
6,6,0.9473530628619379,0.9002879617165331,0.8588235294117648,0.813953488372093
7,7,0.9302171920842666,0.9202309331765237,0.7840909090909091,0.7727272727272727
8,8,0.9149804080169245,0.9538588370253599,0.8823529411764706,0.8620689655172413
9,9,0.9383195341392062,0.9449866403653945,0.813953488372093,0.8604651162790697
