,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8721153846153845,0.8125,0.8024691358024691,0.6835443037974683
1,1,0.8823529411764706,0.7670639219934994,0.8625,0.8095238095238095
2,2,0.8231292517006802,0.7097435897435898,0.7532467532467533,0.7
3,3,0.7699530516431925,0.802771855010661,0.7906976744186046,0.8271604938271605
4,4,0.8601190476190477,0.8455882352941178,0.7721518987341772,0.6625
5,5,0.9147727272727273,0.9025641025641025,0.8902439024390244,0.8571428571428572
6,6,0.7569676700111483,0.917420814479638,0.7560975609756098,0.8271604938271605
7,7,0.7361904761904763,0.7552693208430914,0.788235294117647,0.8
8,8,0.8840579710144927,0.7926421404682275,0.6666666666666667,0.5975609756097561
9,9,0.8666666666666667,0.895021645021645,0.8023255813953488,0.825
