,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8500000000000001,0.7510416666666667,0.8518518518518519,0.7721518987341772
1,1,0.8002450980392156,0.7486457204767064,0.8125,0.8095238095238095
2,2,0.8208616780045351,0.7958974358974359,0.8181818181818181,0.8125
3,3,0.7061032863849764,0.6918976545842217,0.813953488372093,0.7407407407407407
4,4,0.8005952380952381,0.8541666666666666,0.7848101265822784,0.7875
5,5,0.899621212121212,0.8205128205128205,0.8414634146341463,0.7662337662337663
6,6,0.7190635451505016,0.8110859728506787,0.7926829268292683,0.7901234567901234
7,7,0.7419047619047618,0.7224824355971897,0.7529411764705882,0.7466666666666666
8,8,0.7652173913043477,0.8216276477146043,0.8690476190476191,0.8658536585365854
9,9,0.8572769953051643,0.8441558441558441,0.813953488372093,0.8
