,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.7019230769230769,0.6770833333333333,0.7901234567901234,0.759493670886076
1,1,0.9007352941176471,0.7508125677139762,0.8375,0.7857142857142857
2,2,0.764172335600907,0.6482051282051282,0.8051948051948052,0.7875
3,3,0.5708920187793427,0.7164179104477612,0.7441860465116279,0.8271604938271605
4,4,0.5500992063492064,0.6421568627450981,0.759493670886076,0.7625
5,5,0.8039772727272727,0.7410256410256411,0.8292682926829268,0.8571428571428572
6,6,0.6131549609810479,0.6764705882352942,0.8292682926829268,0.8148148148148149
7,7,0.6799999999999999,0.5292740046838408,0.8117647058823529,0.6799999999999999
8,8,0.6444444444444445,0.6833890746934226,0.75,0.8048780487804879
9,9,0.6234741784037559,0.5606060606060607,0.7906976744186046,0.825
