,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9331919406150584,0.8663419913419913,0.8390804597701149,0.7674418604651163
1,1,0.9455602536997887,0.9460227272727273,0.8620689655172413,0.8690476190476191
2,2,0.9035409035409036,0.8386727688787187,0.8395061728395061,0.7261904761904762
3,3,0.9525252525252526,0.9326364692218352,0.898876404494382,0.8674698795180723
4,4,0.8887043189368771,0.9603594080338268,0.8470588235294118,0.9310344827586207
5,5,0.9172525689561926,0.8468614718614719,0.8488372093023255,0.813953488372093
6,6,0.9318181818181818,0.9296653431650596,0.8409090909090909,0.8809523809523809
7,7,0.8877654196157735,0.8511627906976744,0.8202247191011236,0.7831325301204819
8,8,0.9101479915433404,0.9500297441998811,0.8275862068965517,0.8292682926829268
9,9,0.9052396878483835,0.922004132231405,0.8,0.8522727272727273
