,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.875,0.8072916666666666,0.8024691358024691,0.810126582278481
1,1,0.75,0.7367280606717227,0.16249999999999998,0.20238095238095233
2,2,0.7687074829931972,0.6035897435897436,0.19480519480519476,0.23750000000000004
3,3,0.7643192488262911,0.788912579957356,0.813953488372093,0.8271604938271605
4,4,0.689484126984127,0.7463235294117647,0.7848101265822784,0.8
5,5,0.8276515151515151,0.7564102564102564,0.6097560975609756,0.6493506493506493
6,6,0.7079152731326646,0.6583710407239819,0.1585365853658537,0.16049382716049387
7,7,0.7247619047619047,0.765807962529274,0.6705882352941177,0.6799999999999999
8,8,0.6270531400966184,0.8037904124860646,0.27380952380952384,0.23170731707317072
9,9,0.8460093896713615,0.8219696969696969,0.17441860465116277,0.17500000000000004
