,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8085896076352068,0.8917748917748918,0.8045977011494253,0.7674418604651163
1,1,0.764799154334038,0.6812499999999999,0.7011494252873562,0.6785714285714286
2,2,0.9096459096459096,0.7866132723112128,0.8395061728395061,0.75
3,3,0.8747474747474747,0.8222996515679444,0.7865168539325843,0.7349397590361446
4,4,0.8250276854928018,0.8091966173361522,0.7764705882352941,0.6551724137931034
5,5,0.8523526230394808,0.8024891774891776,0.7441860465116279,0.7209302325581395
6,6,0.7675619834710744,0.8502552467385138,0.6590909090909092,0.7857142857142857
7,7,0.801314459049545,0.775,0.7415730337078652,0.7590361445783133
8,8,0.6038583509513742,0.7900059488399762,0.49425287356321834,0.5
9,9,0.6488294314381271,0.7099690082644627,0.5411764705882354,0.5
