,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9456847109392408,0.9194047668409056,0.8160919540229885,0.75
1,1,0.9847224290081433,0.9665564266582942,0.9069767441860466,0.8764044943820225
2,2,0.9575721410307877,0.9319681441903663,0.8505747126436781,0.8735632183908046
3,3,0.9647506958618068,0.9807368379640463,0.8850574712643678,0.8690476190476191
4,4,0.966094016094016,0.9823349459105516,0.8505747126436781,0.8850574712643678
5,5,0.9710332830633582,0.9614469935522566,0.9080459770114943,0.872093023255814
6,6,0.9739473735689513,0.9545367759653475,0.8705882352941177,0.8255813953488372
7,7,0.9595015259475218,0.9517721853847562,0.8522727272727273,0.875
8,8,0.9703932642883101,0.9519443020737239,0.8823529411764706,0.8160919540229885
9,9,0.9575026218468841,0.9642143633780563,0.8488372093023255,0.8604651162790697
