,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8884615384615385,0.778125,0.7777777777777778,0.6582278481012658
1,1,0.9399509803921569,0.819068255687974,0.775,0.7142857142857143
2,2,0.7687074829931972,0.7097435897435898,0.7792207792207793,0.85
3,3,0.8262910798122066,0.8336886993603412,0.7441860465116279,0.7530864197530864
4,4,0.759920634920635,0.7622549019607843,0.7974683544303798,0.85
5,5,0.8920454545454545,0.8679487179487179,0.8902439024390244,0.8441558441558441
6,6,0.7435897435897436,0.8393665158371041,0.8048780487804879,0.8271604938271605
7,7,0.7647619047619049,0.8313817330210773,0.7411764705882353,0.7733333333333333
8,8,0.8057971014492753,0.8729096989966554,0.6785714285714286,0.7317073170731707
9,9,0.8807511737089202,0.8820346320346321,0.7674418604651163,0.7625
