,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.7603393425238602,0.7738095238095238,0.6781609195402298,0.7209302325581395
1,1,0.8091966173361522,0.8375,0.7471264367816092,0.75
2,2,0.9255189255189256,0.7917620137299771,0.6790123456790124,0.6071428571428572
3,3,0.740909090909091,0.7566782810685251,0.696629213483146,0.6385542168674698
4,4,0.655592469545958,0.6728329809725159,0.5882352941176471,0.6091954022988506
5,5,0.8296376419686318,0.8566017316017316,0.7441860465116279,0.7558139534883721
6,6,0.8357438016528925,0.8428814520703346,0.75,0.75
7,7,0.7568250758341759,0.7424418604651163,0.6741573033707865,0.6987951807228916
8,8,0.8144820295983087,0.7632361689470553,0.7586206896551724,0.7317073170731707
9,9,0.7396878483835007,0.7882231404958677,0.6941176470588235,0.7045454545454546
