,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8881230116648993,0.9117965367965367,0.7931034482758621,0.8255813953488372
1,1,0.9106765327695561,0.8823863636363636,0.8275862068965517,0.7738095238095238
2,2,0.9218559218559219,0.8283752860411899,0.8395061728395061,0.7261904761904762
3,3,0.944949494949495,0.8983739837398375,0.8539325842696629,0.8313253012048193
4,4,0.8853820598006644,0.9085623678646936,0.8352941176470589,0.8390804597701149
5,5,0.9123850730124392,0.9074675324675324,0.8372093023255813,0.7790697674418605
6,6,0.9132231404958677,0.9064095292115711,0.8181818181818181,0.7976190476190477
7,7,0.8645096056622851,0.8313953488372092,0.7640449438202247,0.8192771084337349
8,8,0.9397463002114166,0.9190957763236169,0.8850574712643678,0.8414634146341463
9,9,0.8879598662207357,0.8946280991735537,0.8235294117647058,0.8068181818181819
