,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9511233297169449,0.9199590974153685,0.8275862068965517,0.7954545454545454
1,1,0.9670904470904471,0.9661601792831195,0.8604651162790697,0.8651685393258427
2,2,0.9399290474060732,0.9194322460989127,0.7471264367816092,0.7471264367816092
3,3,0.9765937654826543,0.9676449960246782,0.8620689655172413,0.8690476190476191
4,4,0.9596930408041519,0.9746603160136994,0.8160919540229885,0.8505747126436781
5,5,0.9571896110325517,0.98107812265707,0.8735632183908046,0.9186046511627907
6,6,0.9695418463486837,0.9372284922284922,0.8588235294117648,0.7790697674418605
7,7,0.9373473164915631,0.9378822610375411,0.8409090909090909,0.8409090909090909
8,8,0.9514731850716714,0.9525941273395976,0.8470588235294118,0.7816091954022988
9,9,0.9587542087542088,0.9710600491484375,0.872093023255814,0.8604651162790697
