,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9019230769230768,0.8125,0.8395061728395061,0.7974683544303798
1,1,0.9436274509803921,0.8840736728060672,0.875,0.8571428571428572
2,2,0.8956916099773242,0.9138461538461538,0.8831168831168831,0.9
3,3,0.8929577464788733,0.8528784648187633,0.8837209302325582,0.8765432098765432
4,4,0.8859126984126985,0.7904411764705882,0.8734177215189873,0.8625
5,5,0.9005681818181818,0.9141025641025641,0.9146341463414634,0.8701298701298701
6,6,0.7413600891861761,0.8687782805429864,0.8414634146341463,0.8641975308641976
7,7,0.8476190476190476,0.7985948477751756,0.8588235294117648,0.7733333333333333
8,8,0.8096618357487922,0.947603121516165,0.8095238095238095,0.926829268292683
9,9,0.9220657276995305,0.8441558441558441,0.8953488372093024,0.8
