,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8442307692307691,0.6875,0.8641975308641976,0.7848101265822784
1,1,0.9252450980392157,0.7443120260021668,0.925,0.8571428571428572
2,2,0.7471655328798186,0.8092307692307692,0.8311688311688312,0.85
3,3,0.7370892018779343,0.7985074626865672,0.8255813953488372,0.8395061728395061
4,4,0.8303571428571428,0.8174019607843137,0.8734177215189873,0.875
5,5,0.7765151515151515,0.8461538461538461,0.8658536585365854,0.8701298701298701
6,6,0.6911928651059087,0.7160633484162896,0.8658536585365854,0.8271604938271605
7,7,0.7504761904761905,0.7049180327868853,0.788235294117647,0.7733333333333333
8,8,0.7091787439613527,0.8885172798216276,0.8333333333333334,0.8536585365853658
9,9,0.892018779342723,0.7813852813852813,0.8372093023255813,0.8
