,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9387978441041426,0.9429490011590569,0.8045977011494253,0.8181818181818181
1,1,0.9769559312416455,0.9656984338731401,0.8604651162790697,0.9213483146067416
2,2,0.9607828694712571,0.9624448402226179,0.8275862068965517,0.8735632183908046
3,3,0.9504892482670261,0.9665247323666001,0.8620689655172413,0.8333333333333334
4,4,0.9613872024983136,0.9880835044160023,0.8505747126436781,0.9195402298850575
5,5,0.9748369641435639,0.9802369170790222,0.8620689655172413,0.8372093023255813
6,6,0.9648131675457878,0.9479764251192823,0.9058823529411765,0.8837209302325582
7,7,0.9294042889467368,0.9547655783846857,0.8181818181818181,0.8181818181818181
8,8,0.9580462043038146,0.9820449401898927,0.8352941176470589,0.9195402298850575
9,9,0.9362620742948612,0.9582180675322959,0.8372093023255813,0.872093023255814
