,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.94685365781138,0.9431312181812874,0.8045977011494253,0.8295454545454546
1,1,0.9802761502761502,0.9648579353962355,0.872093023255814,0.898876404494382
2,2,0.9494513098523124,0.9750087461198572,0.8390804597701149,0.8850574712643678
3,3,0.9596835941280387,0.9505481350876783,0.8505747126436781,0.8809523809523809
4,4,0.9549387916054582,0.9845483116159808,0.8620689655172413,0.8850574712643678
5,5,0.9431913618421556,0.9749865047233467,0.8045977011494253,0.8255813953488372
6,6,0.9748860603978957,0.9615331365331365,0.8470588235294118,0.872093023255814
7,7,0.9475565331509589,0.9601168595868833,0.8636363636363636,0.875
8,8,0.9648182715204635,0.9806985799220485,0.8823529411764706,0.9080459770114943
9,9,0.9515938069216757,0.9788707147798732,0.8488372093023255,0.9069767441860466
