,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.7534464475079534,0.7191558441558441,0.7241379310344828,0.6976744186046512
1,1,0.8683932346723044,0.8778409090909091,0.7931034482758621,0.8095238095238095
2,2,0.9194139194139194,0.8283752860411899,0.8641975308641976,0.7261904761904762
3,3,0.853030303030303,0.8554006968641115,0.7415730337078652,0.7831325301204819
4,4,0.8842746400885936,0.8821353065539111,0.7529411764705882,0.7126436781609196
5,5,0.8123309897241753,0.8252164502164502,0.6744186046511628,0.7906976744186046
6,6,0.8083677685950413,0.8502552467385139,0.6931818181818181,0.7738095238095238
7,7,0.7932254802831143,0.7912790697674418,0.651685393258427,0.6746987951807228
8,8,0.8028541226215645,0.9149315883402735,0.6896551724137931,0.8048780487804879
9,9,0.8567447045707915,0.8724173553719008,0.8117647058823529,0.7727272727272727
