,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.8414634146341463,0.7792207792207793,0.7471264367816092,0.6976744186046512
1,1,0.7743128964059197,0.7409090909090909,0.6551724137931034,0.7023809523809523
2,2,0.8992673992673993,0.7643020594965675,0.8024691358024691,0.6428571428571428
3,3,0.8535353535353536,0.8548199767711964,0.797752808988764,0.7831325301204819
4,4,0.8289036544850498,0.8313953488372093,0.788235294117647,0.6666666666666667
5,5,0.7923201730665224,0.8024891774891775,0.6976744186046512,0.7674418604651163
6,6,0.8409090909090909,0.897334089619966,0.7840909090909091,0.8690476190476191
7,7,0.840242669362993,0.7976744186046512,0.696629213483146,0.6746987951807228
8,8,0.8091966173361522,0.8352171326591314,0.6896551724137931,0.7317073170731707
9,9,0.8322185061315496,0.856404958677686,0.7176470588235294,0.7613636363636364
