,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9395145706534835,0.9724747978422776,0.8390804597701149,0.8636363636363636
1,1,0.9939165767737196,0.9715626484327173,0.9418604651162791,0.8764044943820225
2,2,0.956871073788367,0.949442877220655,0.8275862068965517,0.8045977011494253
3,3,0.9609639798528686,0.9875316499905691,0.8850574712643678,0.9047619047619048
4,4,0.9759517670628782,1.0,0.8735632183908046,0.9885057471264368
5,5,0.9802970429119133,0.9905015744489428,0.896551724137931,0.9302325581395349
6,6,0.984311079360699,0.9831214131214132,0.9294117647058824,0.9186046511627907
7,7,0.9714496849187152,0.9698662125213228,0.9090909090909091,0.8636363636363636
8,8,0.9849199317091352,0.9681730856881848,0.9411764705882353,0.8850574712643678
9,9,0.9653386322238782,0.9860660713087861,0.872093023255814,0.8837209302325582
