,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.6403846153846153,0.6270833333333334,0.7654320987654322,0.7721518987341772
1,1,0.8615196078431373,0.7096424702058505,0.85,0.8452380952380952
2,2,0.7188208616780046,0.7784615384615385,0.7662337662337663,0.7875
3,3,0.47136150234741786,0.4925373134328358,0.8255813953488372,0.8271604938271605
4,4,0.5932539682539683,0.6311274509803921,0.7974683544303798,0.8375
5,5,0.634469696969697,0.6243589743589744,0.7439024390243902,0.7402597402597403
6,6,0.6209587513935341,0.6063348416289593,0.7560975609756098,0.654320987654321
7,7,0.7038095238095239,0.6393442622950819,0.8352941176470589,0.8133333333333334
8,8,0.659903381642512,0.7859531772575251,0.8214285714285714,0.8414634146341463
9,9,0.8206572769953051,0.6688311688311689,0.7906976744186046,0.75
