,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.904198578046723,0.93617510522758,0.8160919540229885,0.7613636363636364
1,1,0.9511141668284525,0.9479874255499277,0.8953488372093024,0.8426966292134832
2,2,0.9243931538000042,0.92325602658936,0.8045977011494253,0.8390804597701149
3,3,0.9315976727087838,0.935744468624196,0.7586206896551724,0.7857142857142857
4,4,0.8312715023826135,0.8568105569358702,0.6206896551724138,0.7011494252873562
5,5,0.7878876685058808,0.7536242315189683,0.5862068965517242,0.5930232558139534
6,6,0.8900624095048159,0.8980968988111845,0.8,0.8837209302325582
7,7,0.9446731053599566,0.9250409510657374,0.8522727272727273,0.8181818181818181
8,8,0.9566600807413771,0.9658069919415908,0.8117647058823529,0.8735632183908046
9,9,0.9135469448584203,0.9353277647122429,0.813953488372093,0.8604651162790697
