,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.9747449440546939,0.9492199232871702,0.8850574712643678,0.8522727272727273
1,1,0.9895204088061232,0.9832157157966939,0.9186046511627907,0.9325842696629214
2,2,0.9707557132369162,0.9533694011471789,0.8505747126436781,0.9080459770114943
3,3,0.9705084449528893,0.9959374456957347,0.896551724137931,0.9642857142857143
4,4,0.9598623587512476,0.9897353211471841,0.896551724137931,0.9195402298850575
5,5,0.979489126857548,0.9845261658419554,0.9425287356321839,0.9186046511627907
6,6,0.98396472826587,0.9808924066066923,0.9411764705882353,0.8953488372093024
7,7,0.9504934663503963,0.9738039608698745,0.8636363636363636,0.9318181818181819
8,8,0.9765505857202449,0.9693941454079503,0.9294117647058824,0.9080459770114943
9,9,0.9840147375393277,0.9853976790904385,0.9186046511627907,0.9069767441860466
