,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.799575821845175,0.7781385281385281,0.7586206896551724,0.7325581395348837
1,1,0.7341437632135306,0.6903409090909091,0.6896551724137931,0.6190476190476191
2,2,0.854090354090354,0.7425629290617849,0.691358024691358,0.6785714285714286
3,3,0.7424242424242424,0.7549361207897795,0.651685393258427,0.6867469879518072
4,4,0.7884828349944628,0.7737843551797041,0.6823529411764706,0.6781609195402298
5,5,0.8366684694429422,0.7819264069264069,0.7558139534883721,0.7441860465116279
6,6,0.7314049586776858,0.8678389109472491,0.6931818181818181,0.7738095238095238
7,7,0.7654196157735085,0.7116279069767442,0.7078651685393258,0.6506024096385542
8,8,0.7954545454545455,0.8881618084473528,0.7126436781609196,0.7073170731707317
9,9,0.7290969899665551,0.7995867768595042,0.6823529411764706,0.7159090909090908
