,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.698076923076923,0.6645833333333333,0.8148148148148149,0.7215189873417722
1,1,0.7303921568627451,0.6283856988082339,0.7125,0.7023809523809523
2,2,0.7426303854875284,0.7117948717948719,0.6623376623376623,0.6375
3,3,0.6610328638497652,0.7782515991471215,0.7441860465116279,0.8395061728395061
4,4,0.7718253968253969,0.7487745098039216,0.7848101265822784,0.75
5,5,0.8835227272727273,0.7333333333333334,0.8414634146341463,0.7272727272727273
6,6,0.6934225195094761,0.737556561085973,0.8536585365853658,0.8395061728395061
7,7,0.6523809523809524,0.6358313817330211,0.7764705882352941,0.8266666666666667
8,8,0.6376811594202899,0.7647714604236344,0.6547619047619048,0.6951219512195121
9,9,0.8028169014084507,0.6958874458874459,0.6046511627906976,0.5125
