,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.6280487804878048,0.5854978354978355,0.47126436781609193,0.5116279069767442
1,1,0.7531712473572939,0.6426136363636363,0.49425287356321834,0.47619047619047616
2,2,0.6553724053724054,0.5280320366132722,0.5185185185185186,0.45238095238095233
3,3,0.6143939393939394,0.6146922183507549,0.4943820224719101,0.5060240963855422
4,4,0.5121816168327796,0.516384778012685,0.5882352941176471,0.5287356321839081
5,5,0.6906435911303407,0.689935064935065,0.5,0.4883720930232558
6,6,0.7432851239669422,0.7827566647759501,0.5,0.48809523809523814
7,7,0.6966632962588474,0.6947674418604651,0.4831460674157303,0.5180722891566265
8,8,0.6662262156448202,0.8182629387269482,0.49425287356321834,0.5
9,9,0.5613154960981047,0.6069214876033058,0.45882352941176474,0.5
