,folds,test_auc,val_auc,test_acc,val_acc
0,0,0.831389183457052,0.8988095238095238,0.8160919540229885,0.872093023255814
1,1,0.8731501057082451,0.8738636363636364,0.8275862068965517,0.8333333333333334
2,2,0.9694749694749695,0.8083524027459954,0.8148148148148149,0.6428571428571428
3,3,0.9297979797979797,0.8478513356562137,0.8089887640449438,0.7108433734939759
4,4,0.9080841638981174,0.9101479915433404,0.8,0.735632183908046
5,5,0.8934559221200649,0.9058441558441558,0.6627906976744187,0.7674418604651163
6,6,0.8522727272727273,0.9103800340328985,0.7613636363636364,0.8095238095238095
7,7,0.8882709807886754,0.8622093023255814,0.752808988764045,0.7228915662650602
8,8,0.9186046511627907,0.9131469363474123,0.8505747126436781,0.8170731707317074
9,9,0.8517279821627648,0.8259297520661156,0.8235294117647058,0.7954545454545454
